Host,Port,Type,Country,Country code,City
117.88.5.141, 3000, https, China, CN, Nanjing
106.14.222.35, 51989, socks5, China, CN, 
47.100.106.114, 61639, socks5, China, CN, 
106.14.222.35, 56282, socks5, China, CN, 
47.100.106.114, 50147, socks5, China, CN, 
106.14.222.35, 57618, socks5, China, CN, 
120.236.254.175, 1081, socks5, China, CN, Guangzhou
171.35.222.13, 9999, https, China, CN, 
111.95.23.108, 3128, https, Indonesia, ID, Jakarta
47.100.106.114, 61192, socks5, China, CN, 
106.14.222.35, 59202, socks5, China, CN, 
113.194.48.64, 9999, https, China, CN, 
117.24.81.189, 9999, https, China, CN, Quanzhou
47.100.106.114, 54974, socks5, China, CN, 
47.100.106.114, 57571, socks5, China, CN, 
163.204.243.126, 9999, https, China, CN, 
47.100.106.114, 59789, socks5, China, CN, 
114.99.12.252, 8888, https, China, CN, 
106.14.222.35, 64233, socks5, China, CN, 
47.100.106.114, 53324, socks5, China, CN, 
183.166.71.209, 9999, https, China, CN, 
103.213.116.94, 3128, https, Indonesia, ID, 
106.14.222.35, 54258, socks5, China, CN, 
113.116.141.153, 1081, https, China, CN, Shenzhen
106.14.222.35, 49384, socks5, China, CN, 
177.101.224.90, 31127, socks4, Brazil, BR, Chuvisca
47.100.106.114, 58005, socks5, China, CN, 
218.95.51.176, 9000, https, China, CN, 
110.243.8.214, 9999, https, China, CN, 
123.163.97.4, 9999, https, China, CN, Tongxiang
106.14.222.35, 49757, socks5, China, CN, 
47.100.106.114, 53787, socks5, China, CN, 
36.249.48.59, 9999, https, China, CN, Quanzhou
186.208.5.218, 4145, socks4, Brazil, BR, Recife
47.100.106.114, 52551, socks5, China, CN, 
106.14.222.35, 59949, socks5, China, CN, 
47.100.106.114, 59811, socks5, China, CN, 
47.100.106.114, 57412, socks5, China, CN, 
45.70.249.8, 45506, socks4, Brazil, BR, Uruburetama
47.100.106.114, 62408, socks5, China, CN, 
187.4.114.105, 38429, socks4, Brazil, BR, Porto Velho
106.14.222.35, 63596, socks5, China, CN, 
47.100.106.114, 59954, socks5, China, CN, 
106.14.242.17, 64986, socks5, China, CN, 
118.99.88.96, 3128, https, Indonesia, ID, Bandung
106.14.222.35, 57042, socks5, China, CN, 
106.14.222.35, 53459, socks5, China, CN, 
47.100.106.114, 56632, socks5, China, CN, 
106.14.242.17, 52530, socks5, China, CN, 
106.14.222.35, 54057, socks5, China, CN, 
106.14.222.35, 50473, socks5, China, CN, 
106.14.222.35, 50853, socks5, China, CN, 
101.4.136.34, 8080, https, China, CN, 
106.14.222.35, 52000, socks5, China, CN, 
106.14.222.35, 51277, socks5, China, CN, 
221.227.85.82, 9999, https, China, CN, Jiangyin
110.244.12.62, 9999, https, China, CN, 
47.100.106.114, 55592, socks5, China, CN, 
222.95.240.77, 3000, https, China, CN, Nanjing
119.41.195.115, 53281, https, China, CN, Sanya
119.176.169.68, 9999, https, China, CN, 
125.108.112.175, 9000, https, China, CN, Wenzhou
168.181.128.147, 4145, socks4, Brazil, BR, Maceió
115.216.59.20, 9999, https, China, CN, Hangzhou
47.100.106.114, 63151, socks5, China, CN, 
117.69.12.9, 9999, https, China, CN, 
106.14.222.35, 60244, socks5, China, CN, 
106.14.222.35, 49518, socks5, China, CN, 
47.100.106.114, 50048, socks5, China, CN, 
113.66.222.81, 8118, https, China, CN, Guangzhou
47.100.106.114, 59715, socks5, China, CN, 
106.14.222.35, 60390, socks5, China, CN, 
106.14.222.35, 50723, socks5, China, CN, 
123.169.164.45, 9999, https, China, CN, 
47.100.106.114, 58053, socks5, China, CN, 
47.100.106.114, 58674, socks5, China, CN, 
125.108.97.118, 9000, https, China, CN, Wenzhou
163.204.246.218, 9999, https, China, CN, 
106.14.222.35, 54890, socks5, China, CN, 
106.14.222.35, 55426, socks5, China, CN, 
175.42.129.97, 9999, https, China, CN, 
113.124.85.196, 9999, https, China, CN, 
106.14.222.35, 64116, socks5, China, CN, 
47.100.106.114, 61371, socks5, China, CN, 
47.100.106.114, 57429, socks5, China, CN, 
47.100.106.114, 57516, socks5, China, CN, 
106.14.222.35, 56062, socks5, China, CN, 
47.100.106.114, 60095, socks5, China, CN, 
121.232.199.234, 9000, https, China, CN, Zhenjiang
115.218.7.192, 9000, https, China, CN, Wenzhou
106.14.222.35, 64734, socks5, China, CN, 
47.100.106.114, 61935, socks5, China, CN, 
106.14.222.35, 49960, socks5, China, CN, 
123.169.168.221, 9999, https, China, CN, 
175.44.109.71, 9999, https, China, CN, Putian
182.46.101.239, 9999, https, China, CN, Weifang
106.14.222.35, 56548, socks5, China, CN, 
106.14.222.35, 55289, socks5, China, CN, 
112.84.53.125, 9999, https, China, CN, Xuzhou
47.100.106.114, 54826, socks5, China, CN, 
47.100.106.114, 53321, socks5, China, CN, 
106.14.222.35, 58842, socks5, China, CN, 
47.100.106.114, 58262, socks5, China, CN, 
47.100.106.114, 53389, socks5, China, CN, 
47.100.106.114, 63720, socks5, China, CN, 
47.100.106.114, 50244, socks5, China, CN, 
175.43.35.3, 9999, https, China, CN, 
177.73.106.102, 4145, socks4, Brazil, BR, Navirai
183.166.138.144, 9999, https, China, CN, 
106.14.222.35, 62480, socks5, China, CN, 
179.189.237.149, 31337, socks4, Brazil, BR, São Paulo
47.100.106.114, 62623, socks5, China, CN, 
123.169.123.232, 9999, https, China, CN, Zibo
47.100.106.114, 59024, socks5, China, CN, 
125.108.74.56, 9000, https, China, CN, Wenzhou
106.14.222.35, 49448, socks5, China, CN, 
47.100.106.114, 64643, socks5, China, CN, 
163.204.246.217, 9999, https, China, CN, 
47.100.106.114, 63040, socks5, China, CN, 
106.14.222.35, 63255, socks5, China, CN, 
106.14.222.35, 57596, socks5, China, CN, 
106.14.242.17, 61734, socks5, China, CN, 
47.100.106.114, 64008, socks5, China, CN, 
125.108.65.251, 9000, https, China, CN, Wenzhou
47.100.106.114, 62397, socks5, China, CN, 
47.100.106.114, 59268, socks5, China, CN, 
14.20.235.28, 9797, https, China, CN, Zhongshan
223.242.225.215, 9999, https, China, CN, Huainan
36.73.9.84, 8080, https, Indonesia, ID, Semarang
106.14.222.35, 63459, socks5, China, CN, 
106.14.243.103, 50863, socks5, China, CN, 
47.100.106.114, 62447, socks5, China, CN, 
47.100.106.114, 59930, socks5, China, CN, 
125.108.110.240, 9000, https, China, CN, Wenzhou
118.113.245.215, 9999, https, China, CN, Chengdu
106.14.222.35, 53792, socks5, China, CN, 
106.14.222.35, 61150, socks5, China, CN, 
106.14.222.35, 61164, socks5, China, CN, 
106.14.222.35, 60952, socks5, China, CN, 
47.100.106.114, 62319, socks5, China, CN, 
106.14.222.35, 62686, socks5, China, CN, 
106.14.222.35, 57595, socks5, China, CN, 
106.14.222.35, 62132, socks5, China, CN, 
47.100.106.114, 58906, socks5, China, CN, 
220.249.149.127, 9999, https, China, CN, Fuzhou
47.100.106.114, 54602, socks5, China, CN, 
106.14.222.35, 49714, socks5, China, CN, 
47.100.106.114, 63590, socks5, China, CN, 
106.14.222.35, 55368, socks5, China, CN, 
106.14.222.35, 62247, socks5, China, CN, 
163.204.244.99, 9999, https, China, CN, 
47.100.106.114, 56754, socks5, China, CN, 
106.14.222.35, 61582, socks5, China, CN, 
120.77.253.219, 80, https, China, CN, 
182.46.216.185, 9999, https, China, CN, Qufu
47.100.106.114, 59197, socks5, China, CN, 
106.14.222.35, 57900, socks5, China, CN, 
180.251.244.34, 8080, https, Indonesia, ID, Bandar Lampung
182.46.103.244, 9999, https, China, CN, Weifang
47.100.106.114, 52925, socks5, China, CN, 
106.14.222.35, 54712, socks5, China, CN, 
47.100.106.114, 56601, socks5, China, CN, 
106.14.222.35, 59768, socks5, China, CN, 
117.90.137.57, 9000, https, China, CN, Wuxi
106.14.222.35, 63417, socks5, China, CN, 
122.5.179.94, 9999, https, China, CN, 
106.14.222.35, 60408, socks5, China, CN, 
47.100.106.114, 64495, socks5, China, CN, 
47.100.106.114, 57847, socks5, China, CN, 
1.197.203.140, 9999, https, China, CN, 
122.5.109.156, 9999, https, China, CN, 
106.14.222.35, 50897, socks5, China, CN, 
177.94.204.150, 4145, socks4, Brazil, BR, Indaiatuba
47.100.106.114, 53654, socks5, China, CN, 
182.253.115.66, 57733, https, Indonesia, ID, Salatiga
106.14.222.35, 59504, socks5, China, CN, 
47.100.106.114, 63114, socks5, China, CN, 
106.14.222.35, 57112, socks5, China, CN, 
47.100.106.114, 64818, socks5, China, CN, 
125.108.108.190, 9000, https, China, CN, Wenzhou
112.87.70.238, 9999, https, China, CN, Nantong
106.14.222.35, 63934, socks5, China, CN, 
106.14.222.35, 50886, socks5, China, CN, 
47.100.106.114, 49767, socks5, China, CN, 
125.110.114.86, 9000, https, China, CN, Wenzhou
106.14.222.35, 59477, socks5, China, CN, 
182.138.187.187, 9999, https, China, CN, Chengdu
27.208.138.85, 8060, https, China, CN, 
125.108.108.151, 9000, https, China, CN, Wenzhou
47.100.106.114, 51435, socks5, China, CN, 
200.9.67.95, 1080, socks4, Brazil, BR, 
47.100.106.114, 55102, socks5, China, CN, 
106.14.222.35, 64862, socks5, China, CN, 
202.158.49.138, 56687, https, Indonesia, ID, Jakarta
168.181.128.187, 4145, socks4, Brazil, BR, Maceió
106.14.222.35, 61615, socks5, China, CN, 
125.164.131.83, 8080, https, Indonesia, ID, Jember
47.100.106.114, 64375, socks5, China, CN, 
47.100.106.114, 57296, socks5, China, CN, 
163.204.245.145, 9999, https, China, CN, 
47.100.106.114, 57812, socks5, China, CN, 
106.14.222.35, 57096, socks5, China, CN, 
39.84.119.32, 9999, https, China, CN, 
47.100.106.114, 58995, socks5, China, CN, 
168.195.182.62, 1080, socks4, Brazil, BR, Camaragibe
106.14.222.35, 54921, socks5, China, CN, 
110.243.28.0, 9999, https, China, CN, 
168.121.139.31, 4145, socks4, Brazil, BR, Capanema
1.202.117.162, 8118, socks5, China, CN, Beijing
47.100.106.114, 55870, socks5, China, CN, 
106.14.222.35, 64330, socks5, China, CN, 
122.5.189.90, 9999, https, China, CN, 
106.14.222.35, 60286, socks5, China, CN, 
106.14.222.35, 59692, socks5, China, CN, 
125.110.70.124, 9000, https, China, CN, Wenzhou
106.14.222.35, 57142, socks5, China, CN, 
125.108.107.65, 9000, https, China, CN, Wenzhou
118.96.150.115, 8080, https, Indonesia, ID, Semarang
106.14.222.35, 61921, socks5, China, CN, 
47.100.106.114, 56791, socks5, China, CN, 
106.14.222.35, 51360, socks5, China, CN, 
47.100.106.114, 56265, socks5, China, CN, 
117.90.6.169, 9999, https, China, CN, Zhenjiang
123.149.137.57, 9999, https, China, CN, Kaifeng
114.235.22.8, 9000, https, China, CN, 
106.14.222.35, 62607, socks5, China, CN, 
125.108.90.89, 9000, https, China, CN, Wenzhou
106.14.222.35, 58861, socks5, China, CN, 
47.100.106.114, 62712, socks5, China, CN, 
47.100.106.114, 49237, socks5, China, CN, 
120.236.249.220, 1081, socks5, China, CN, Guangzhou
106.14.222.35, 59252, socks5, China, CN, 
106.14.222.35, 63162, socks5, China, CN, 
47.100.106.114, 61510, socks5, China, CN, 
47.100.106.114, 51500, socks5, China, CN, 
106.14.222.35, 63902, socks5, China, CN, 
125.110.100.175, 9000, https, China, CN, Wenzhou
115.221.243.9, 9999, https, China, CN, Jinxiangzhen
106.14.222.35, 56779, socks5, China, CN, 
183.81.157.220, 8080, https, Indonesia, ID, Subang
175.44.109.91, 9999, https, China, CN, Putian
170.82.54.37, 4145, socks4, Brazil, BR, Uberlândia
106.14.222.35, 53407, socks5, China, CN, 
39.84.112.173, 9999, https, China, CN, 
106.14.222.35, 53535, socks5, China, CN, 
47.100.106.114, 53671, socks5, China, CN, 
47.100.106.114, 61346, socks5, China, CN, 
123.169.119.211, 9999, https, China, CN, Zibo
106.14.222.35, 64547, socks5, China, CN, 
47.100.106.114, 59628, socks5, China, CN, 
106.14.222.35, 54834, socks5, China, CN, 
47.100.106.114, 61224, socks5, China, CN, 
47.100.106.114, 52175, socks5, China, CN, 
106.14.222.35, 54132, socks5, China, CN, 
47.100.106.114, 53257, socks5, China, CN, 
59.38.61.71, 9797, https, China, CN, 
106.14.222.35, 50223, socks5, China, CN, 
47.100.106.114, 59265, socks5, China, CN, 
106.14.222.35, 49900, socks5, China, CN, 
116.112.255.108, 9999, https, China, CN, 
106.14.222.35, 54502, socks5, China, CN, 
106.14.222.35, 52303, socks5, China, CN, 
131.221.217.147, 4145, socks4, Brazil, BR, 
106.14.222.35, 50863, socks5, China, CN, 
170.238.38.144, 52106, socks4, Brazil, BR, Recife
106.14.222.35, 60227, socks5, China, CN, 
47.100.106.114, 57858, socks5, China, CN, 
183.166.111.241, 9999, https, China, CN, 
47.99.140.185, 3128, https, China, CN, 
106.14.222.35, 50985, socks5, China, CN, 
47.100.106.114, 58873, socks5, China, CN, 
106.14.222.35, 58000, socks5, China, CN, 
47.100.106.114, 52443, socks5, China, CN, 
47.100.106.114, 59155, socks5, China, CN, 
129.204.151.158, 1080, socks5, China, CN, 
175.42.68.2, 9999, https, China, CN, Putian
47.100.106.114, 56628, socks5, China, CN, 
182.92.220.212, 8080, https, China, CN, 
123.160.1.39, 9999, https, China, CN, 
106.14.222.35, 60081, socks5, China, CN, 
106.14.222.35, 57692, socks5, China, CN, 
182.46.112.11, 9999, https, China, CN, Weifang
47.100.106.114, 64209, socks5, China, CN, 
47.100.106.114, 54229, socks5, China, CN, 
112.84.73.210, 9999, https, China, CN, Xuzhou
47.100.106.114, 58728, socks5, China, CN, 
177.128.232.30, 4145, socks4, Brazil, BR, Muriaé
106.14.222.35, 56456, socks5, China, CN, 
123.169.168.230, 9999, https, China, CN, 
106.14.222.35, 56121, socks5, China, CN, 
106.14.222.35, 59861, socks5, China, CN, 
47.100.106.114, 54328, socks5, China, CN, 
47.100.106.114, 61973, socks5, China, CN, 
47.100.106.114, 62163, socks5, China, CN, 
125.108.91.14, 9000, https, China, CN, Wenzhou
47.100.106.114, 61664, socks5, China, CN, 
106.14.222.35, 64765, socks5, China, CN, 
47.100.106.114, 53717, socks5, China, CN, 
123.169.122.204, 9999, https, China, CN, Zibo
45.226.135.65, 4145, socks4, Brazil, BR, Limeira
115.204.98.134, 8118, https, China, CN, Hangzhou
106.14.222.35, 57717, socks5, China, CN, 
103.105.71.170, 8080, https, Indonesia, ID, Jakarta
201.158.60.62, 32823, socks4, Brazil, BR, Divino
187.111.192.229, 37498, socks4, Brazil, BR, Santo Estevao
113.120.34.67, 9999, https, China, CN, 
177.136.227.157, 4145, socks4, Brazil, BR, Juruaia
103.226.49.114, 8080, https, Indonesia, ID, Semarang
114.115.203.214, 3128, https, China, CN, Shenzhen
106.14.222.35, 61538, socks5, China, CN, 
58.244.52.175, 8080, https, China, CN, Changchun
58.250.17.74, 1080, socks5, China, CN, Shenzhen
106.14.222.35, 60864, socks5, China, CN, 
47.100.106.114, 50451, socks5, China, CN, 
47.100.106.114, 51906, socks5, China, CN, 
106.14.222.35, 53623, socks5, China, CN, 
47.100.106.114, 62918, socks5, China, CN, 
60.168.207.3, 8888, https, China, CN, Hefei
220.249.149.215, 9999, https, China, CN, Fuzhou
106.14.222.35, 54077, socks5, China, CN, 
106.14.222.35, 51837, socks5, China, CN, 
110.243.1.54, 9999, https, China, CN, 
123.169.168.238, 9999, https, China, CN, 
114.216.164.42, 8118, https, China, CN, Shanghai
117.80.227.28, 8118, https, China, CN, Kunshan
183.166.111.135, 9999, https, China, CN, 
183.166.110.19, 9999, https, China, CN, 
106.14.222.35, 51190, socks5, China, CN, 
47.100.106.114, 52904, socks5, China, CN, 
168.232.189.138, 4145, socks4, Brazil, BR, Rolim de Moura
106.14.222.35, 55129, socks5, China, CN, 
115.221.242.184, 9999, https, China, CN, Jinxiangzhen
183.136.177.77, 3128, https, China, CN, Ningbo
106.14.222.35, 62396, socks5, China, CN, 
47.100.106.114, 53726, socks5, China, CN, 
116.114.19.204, 443, https, China, CN, 
47.100.106.114, 62843, socks5, China, CN, 
47.100.106.114, 56372, socks5, China, CN, 
118.99.118.100, 8080, https, Indonesia, ID, Tangerang
186.226.151.97, 4145, socks4, Brazil, BR, São Bento do Sul
47.100.106.114, 54072, socks5, China, CN, 
60.191.45.92, 8080, https, China, CN, Hangzhou
123.163.122.209, 9999, https, China, CN, Tongxiang
106.14.222.35, 61013, socks5, China, CN, 
170.150.52.208, 4145, socks4, Brazil, BR, Mossoro
1.198.72.154, 9999, https, China, CN, 
125.108.75.175, 9000, https, China, CN, Wenzhou
180.246.208.190, 8080, https, Indonesia, ID, Semarang
182.35.80.99, 9999, https, China, CN, Tai'an
47.100.106.114, 57387, socks5, China, CN, 
139.255.58.94, 8080, https, Indonesia, ID, Buniwangi
125.108.120.60, 9000, https, China, CN, Wenzhou
106.14.222.35, 59000, socks5, China, CN, 
47.100.106.114, 50641, socks5, China, CN, 
182.35.87.97, 9999, https, China, CN, Tai'an
163.204.240.221, 9999, https, China, CN, 
182.35.87.64, 9999, https, China, CN, Tai'an
122.5.177.150, 9999, https, China, CN, 
106.14.222.35, 61081, socks5, China, CN, 
106.14.222.35, 54236, socks5, China, CN, 
106.14.222.35, 58556, socks5, China, CN, 
47.100.106.114, 63728, socks5, China, CN, 
47.244.50.194, 8081, https, Hong Kong, HK, Central
123.163.97.142, 9999, https, China, CN, Tongxiang
125.108.79.18, 9000, https, China, CN, Wenzhou
47.100.106.114, 58031, socks5, China, CN, 
42.248.71.161, 9999, https, China, CN, Shenyang
47.100.106.114, 56389, socks5, China, CN, 
112.111.77.232, 9999, https, China, CN, Fuzhou
36.90.122.119, 8181, https, Indonesia, ID, Surabaya
103.111.55.58, 48301, https, Indonesia, ID, 
1.198.73.75, 9999, https, China, CN, 
39.84.117.26, 9999, https, China, CN, 
182.32.250.227, 9999, https, China, CN, Jinan
106.14.222.35, 56219, socks5, China, CN, 
47.100.106.114, 64308, socks5, China, CN, 
106.14.222.35, 58946, socks5, China, CN, 
112.111.217.87, 9999, https, China, CN, Fu'an
106.14.222.35, 56910, socks5, China, CN, 
47.100.106.114, 53020, socks5, China, CN, 
170.0.203.13, 1080, socks4, Brazil, BR, Fortaleza
125.108.110.194, 9000, https, China, CN, Wenzhou
36.66.127.99, 8080, https, Indonesia, ID, Depok
182.32.163.87, 9999, https, China, CN, Jinan
1.197.16.119, 9999, https, China, CN, Tianjin
106.14.222.35, 64684, socks5, China, CN, 
106.14.222.35, 61773, socks5, China, CN, 
47.100.106.114, 57187, socks5, China, CN, 
47.100.106.114, 61734, socks5, China, CN, 
106.14.222.35, 59494, socks5, China, CN, 
47.100.106.114, 51491, socks5, China, CN, 
47.100.106.114, 54743, socks5, China, CN, 
106.14.222.35, 58050, socks5, China, CN, 
218.60.8.83, 3129, https, China, CN, 
1.199.30.117, 9999, https, China, CN, Zhengzhou
106.14.222.35, 54339, socks5, China, CN, 
124.234.55.5, 8118, https, China, CN, 
106.14.222.35, 59603, socks5, China, CN, 
203.174.13.158, 8082, https, Indonesia, ID, Jakarta
47.100.106.114, 57354, socks5, China, CN, 
177.85.200.45, 35933, socks4, Brazil, BR, Santa Barbara
106.14.222.35, 52285, socks5, China, CN, 
47.100.106.114, 59529, socks5, China, CN, 
106.14.222.35, 58956, socks5, China, CN, 
47.100.106.114, 53268, socks5, China, CN, 
106.14.222.35, 59418, socks5, China, CN, 
103.111.55.58, 2472, https, Indonesia, ID, 
47.100.106.114, 51414, socks5, China, CN, 
106.14.222.35, 59824, socks5, China, CN, 
183.146.156.218, 9999, https, China, CN, Jinhua
118.99.88.124, 3128, https, Indonesia, ID, Bandung
112.111.217.39, 9999, https, China, CN, Fu'an
106.14.222.35, 64461, socks5, China, CN, 
106.14.222.35, 50349, socks5, China, CN, 
47.100.106.114, 63990, socks5, China, CN, 
106.14.222.35, 54883, socks5, China, CN, 
119.57.156.90, 53281, https, China, CN, Beijing
47.100.106.114, 49219, socks5, China, CN, 
106.14.222.35, 58259, socks5, China, CN, 
61.8.79.68, 31859, https, Indonesia, ID, Jakarta
115.208.83.208, 8118, https, China, CN, 
106.14.242.17, 51892, socks5, China, CN, 
106.14.222.35, 49226, socks5, China, CN, 
47.100.106.114, 64911, socks5, China, CN, 
106.14.222.35, 54524, socks5, China, CN, 
175.42.158.155, 9999, https, China, CN, 
1.196.177.32, 9999, https, China, CN, Luoyang
120.11.149.239, 9999, https, China, CN, Cangzhou
116.112.252.251, 9999, https, China, CN, 
113.195.170.26, 9999, https, China, CN, 
163.204.242.5, 9999, https, China, CN, 
60.182.32.82, 9999, https, China, CN, Hangzhou
182.34.21.192, 9999, https, China, CN, Yantai
163.204.247.116, 9999, https, China, CN, 
175.43.57.53, 9999, https, China, CN, 
201.158.21.184, 4145, socks4, Brazil, BR, Teresopolis
106.14.222.35, 53499, socks5, China, CN, 
106.14.222.35, 63593, socks5, China, CN, 
138.255.210.13, 63253, socks4, Brazil, BR, Itapevi
106.14.222.35, 52863, socks5, China, CN, 
106.14.222.35, 58816, socks5, China, CN, 
47.100.106.114, 56202, socks5, China, CN, 
106.14.222.35, 52451, socks5, China, CN, 
47.100.106.114, 63989, socks5, China, CN, 
47.100.106.114, 53094, socks5, China, CN, 
47.100.106.114, 56329, socks5, China, CN, 
123.169.122.201, 9999, https, China, CN, Zibo
111.197.4.152, 8118, https, China, CN, Beijing
171.13.102.54, 9999, https, China, CN, 
202.109.157.63, 9000, https, China, CN, 
113.59.99.138, 8910, https, China, CN, 
47.100.106.114, 56457, socks5, China, CN, 
47.100.106.114, 62596, socks5, China, CN, 
106.14.222.35, 55511, socks5, China, CN, 
106.14.222.35, 62643, socks5, China, CN, 
106.14.222.35, 57458, socks5, China, CN, 
47.100.106.114, 55339, socks5, China, CN, 
106.14.222.35, 50085, socks5, China, CN, 
186.226.164.171, 4145, socks4, Brazil, BR, Eunapolis
47.100.106.114, 59364, socks5, China, CN, 
106.14.222.35, 57056, socks5, China, CN, 
47.100.106.114, 61782, socks5, China, CN, 
106.14.222.35, 60591, socks5, China, CN, 
171.12.113.223, 9999, https, China, CN, Kaifeng
106.14.222.35, 53496, socks5, China, CN, 
60.13.42.180, 9999, https, China, CN, 
117.69.12.63, 9999, https, China, CN, 
47.100.106.114, 55817, socks5, China, CN, 
36.249.52.8, 9999, https, China, CN, Quanzhou
111.170.157.255, 9999, https, China, CN, 
123.169.169.175, 9999, https, China, CN, 
47.100.106.114, 63181, socks5, China, CN, 
115.221.245.17, 9999, https, China, CN, Jinxiangzhen
106.14.222.35, 54214, socks5, China, CN, 
36.81.225.247, 8080, https, Indonesia, ID, Cirebon
47.100.106.114, 62864, socks5, China, CN, 
47.100.106.114, 57201, socks5, China, CN, 
47.100.106.114, 49754, socks5, China, CN, 
138.204.235.222, 34516, socks4, Brazil, BR, Escada
183.166.162.19, 9999, https, China, CN, 
106.14.222.35, 63986, socks5, China, CN, 
139.255.115.139, 8080, https, Indonesia, ID, Malang
36.78.136.88, 8080, https, Indonesia, ID, Surabaya
106.14.222.35, 49586, socks5, China, CN, 
222.89.32.137, 9999, https, China, CN, 
183.166.125.146, 9999, https, China, CN, 
125.108.64.33, 9000, https, China, CN, Wenzhou
106.14.222.35, 56955, socks5, China, CN, 
106.14.222.35, 51535, socks5, China, CN, 
47.100.106.114, 52051, socks5, China, CN, 
106.14.222.35, 53446, socks5, China, CN, 
186.237.223.200, 4145, socks4, Brazil, BR, Brasília
106.14.222.35, 55006, socks5, China, CN, 
106.14.222.35, 64892, socks5, China, CN, 
47.100.106.114, 55495, socks5, China, CN, 
47.100.106.114, 56513, socks5, China, CN, 
106.14.222.35, 52876, socks5, China, CN, 
106.14.242.17, 55598, socks5, China, CN, 
106.14.222.35, 55890, socks5, China, CN, 
47.100.106.114, 64137, socks5, China, CN, 
47.100.106.114, 55743, socks5, China, CN, 
36.67.209.35, 8080, https, Indonesia, ID, Bogor
47.100.106.114, 58302, socks5, China, CN, 
138.255.14.16, 63253, socks4, Brazil, BR, 
182.35.82.135, 9999, https, China, CN, Tai'an
106.14.222.35, 59096, socks5, China, CN, 
177.85.200.241, 35933, socks4, Brazil, BR, Santa Barbara
106.14.222.35, 63263, socks5, China, CN, 
187.102.16.70, 51327, socks4, Brazil, BR, Guanhaes
106.14.222.35, 55896, socks5, China, CN, 
47.100.106.114, 61509, socks5, China, CN, 
47.100.106.114, 55613, socks5, China, CN, 
106.14.222.35, 64235, socks5, China, CN, 
45.70.204.101, 4145, socks4, Brazil, BR, Fortaleza
36.248.129.119, 9999, https, China, CN, Ningde
200.146.229.129, 8291, socks4, Brazil, BR, Rio de Janeiro
183.166.70.18, 9999, https, China, CN, 
106.14.222.35, 64234, socks5, China, CN, 
200.7.118.10, 61441, socks4, Brazil, BR, Peruibe
47.100.106.114, 58438, socks5, China, CN, 
179.108.158.142, 4145, socks4, Brazil, BR, Medeiros Neto
1.198.73.189, 9999, https, China, CN, 
47.100.106.114, 59236, socks5, China, CN, 
119.110.78.41, 8080, https, Indonesia, ID, Jakarta
115.221.247.84, 9999, https, China, CN, Jinxiangzhen
106.14.222.35, 60846, socks5, China, CN, 
186.251.255.113, 31337, socks4, Brazil, BR, Coqueiros do Sul
47.100.106.114, 57697, socks5, China, CN, 
106.14.222.35, 61585, socks5, China, CN, 
175.42.129.81, 9999, https, China, CN, 
36.71.77.184, 8080, https, Indonesia, ID, Gongdanglegi Kulon
47.100.106.114, 52301, socks5, China, CN, 
106.14.222.35, 62123, socks5, China, CN, 
106.14.222.35, 55358, socks5, China, CN, 
115.221.242.207, 9999, https, China, CN, Jinxiangzhen
106.14.222.35, 59997, socks5, China, CN, 
183.166.70.87, 9999, https, China, CN, 
47.100.106.114, 63659, socks5, China, CN, 
111.160.169.54, 41820, https, China, CN, Tianjin
36.248.133.87, 9999, https, China, CN, Ningde
47.100.106.114, 54917, socks5, China, CN, 
163.204.246.76, 9999, https, China, CN, 
47.100.106.114, 52024, socks5, China, CN, 
39.104.175.168, 8888, https, China, CN, 
47.100.106.114, 54517, socks5, China, CN, 
223.199.188.154, 53281, https, China, CN, Haikou
182.35.82.62, 9999, https, China, CN, Tai'an
106.14.222.35, 53247, socks5, China, CN, 
106.14.222.35, 63963, socks5, China, CN, 
47.100.106.114, 50671, socks5, China, CN, 
47.100.106.114, 61160, socks5, China, CN, 
168.181.128.135, 4145, socks4, Brazil, BR, Maceió
47.100.106.114, 50097, socks5, China, CN, 
47.100.106.114, 56576, socks5, China, CN, 
122.192.29.76, 9999, https, China, CN, Xuzhou
36.248.132.147, 9999, https, China, CN, Ningde
47.100.106.114, 55714, socks5, China, CN, 
106.14.222.35, 54760, socks5, China, CN, 
175.42.123.205, 9999, https, China, CN, Ningde
106.14.222.35, 53280, socks5, China, CN, 
47.100.106.114, 52730, socks5, China, CN, 
106.14.222.35, 61402, socks5, China, CN, 
115.216.76.29, 9999, https, China, CN, Hangzhou
47.100.106.114, 62824, socks5, China, CN, 
113.195.157.77, 9999, https, China, CN, 
106.14.222.35, 54207, socks5, China, CN, 
183.147.252.37, 9999, https, China, CN, 
110.232.83.117, 8080, https, Indonesia, ID, Medan
106.14.222.35, 54491, socks5, China, CN, 
47.100.106.114, 56913, socks5, China, CN, 
106.14.222.35, 55774, socks5, China, CN, 
47.100.106.114, 54738, socks5, China, CN, 
106.14.222.35, 55525, socks5, China, CN, 
106.14.222.35, 59363, socks5, China, CN, 
182.34.27.165, 808, https, China, CN, Yantai
47.100.106.114, 54241, socks5, China, CN, 
113.120.146.231, 9999, https, China, CN, 
106.14.222.35, 57754, socks5, China, CN, 
223.82.106.253, 3128, https, China, CN, 
113.195.224.79, 9999, https, China, CN, 
106.14.222.35, 62316, socks5, China, CN, 
116.115.37.27, 9999, https, China, CN, 
171.11.32.130, 9999, https, China, CN, 
144.255.48.111, 9999, https, China, CN, Yantai
